,dataname,description,lines,samples,startlat,startlon,latspace,lonspace,wavelength,gpslatitude,terrainheight,peglat,peglon,peghead,radardirection,time1,time2,phasesign,version,url,unw,geom
702,Cochis_34502_12112-005_14149-001_0722d_s01_L090HH_01,"Cochise County, AZ",16290,8819,32.70617184,-109.99335432000001,-5.556e-05,5.556e-05,23.8403545,12494.4968,1488.8333,32.3231971,-109.6048,-15.4435321,Left,23-Oct-2012 16:15:52 UTC,15-Oct-2014 18:00:28 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Cochis_34502_12112-005_14149-001_0722d_s01_L090_01,1,"POLYGON ((-109.9901517 32.61815787, -109.76740268 32.68767825, -109.51337284 31.88950926, -109.72906457 31.82357438, -109.9901517 32.61815787))"
703,rockmt_32109_21007-000_21009-000_0007d_s01_L090HH_01,"Rocky Mountains NP, CO",11325,12224,40.88015904,-106.26900084,-5.556e-05,5.556e-05,23.8403545,12495.4592,3071.14822,40.665919917,-105.8076939,-39.019230262,Left,27-Jan-2021 18:41:18 UTC,3-Feb-2021 17:40:11 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=rockmt_32109_21007-000_21009-000_0007d_s01_L090_01,1,"POLYGON ((-106.26115646 40.72905443, -106.08416094 40.84956328, -105.59652641 40.40950492, -105.78112248 40.27676317, -106.26115646 40.72905443))"
704,SanAnd_26514_11032-000_11078-004_0187d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",8384,42635,33.61318884,-117.49495440000001,-5.556e-05,5.556e-05,23.8403545,12494.6814,524.40954,33.5231763,-116.364728,-95.6896349,Left,2-Jun-2011 18:23:36 UTC,6-Dec-2011 18:48:37 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26514_11032-000_11078-004_0187d_s01_L090_01,1,"POLYGON ((-117.49721629 33.38095867, -115.15140213 33.57625067, -115.12388072 33.37605495, -117.46493286 33.18300709, -117.49721629 33.38095867))"
705,gulfco_14013_13163-004_14036-007_0162d_s01_L090HH_01,"Gulf Coast, LA",13615,13044,30.25358676,-91.46226084,-5.556e-05,5.556e-05,23.8403545,12495.9535,-21.8264838,29.4918959,-90.9489962,140.275305,Left,29-Oct-2013 17:36:50 UTC,9-Apr-2014 18:47:22 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14013_13163-004_14036-007_0162d_s01_L090_01,1,"POLYGON ((-91.46582659000001 30.10066183, -91.28154182 30.22249867, -90.73593882 29.65118789, -90.91992839 29.53004351, -91.46582659000001 30.10066183))"
706,SanAnd_26520_12133-005_13102-005_0197d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8944,48143,34.0963386,-118.27262772,-5.556e-05,5.556e-05,23.8403545,12495.0021,520.660823,33.9913392,-116.976405,-95.777267,Left,14-Nov-2012 22:24:30 UTC,31-May-2013 00:03:37 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26520_12133-005_13102-005_0197d_s01_L090_01,1,"POLYGON ((-115.61835524 34.04865004, -115.59843709 33.85657639, -118.24414459 33.63740729, -118.27115769 33.84446436, -115.61835524 34.04865004))"
707,stlake_09127_21018-001_21020-023_0006d_s01_L090HH_01,"Salt Lake City, UT",4896,8877,40.707534120000005,-111.95456676,-5.556e-05,5.556e-05,23.8403545,12496.4551,2025.72874,40.437591809,-111.69492912,90.916985434,Left,10-Mar-2021 20:57:13 UTC,16-Mar-2021 20:28:14 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=stlake_09127_21018-001_21020-023_0006d_s01_L090_01,1,"POLYGON ((-111.95227251 40.67264706, -111.4632106 40.66962049, -111.46692976 40.47404265, -111.95559626 40.47284483, -111.95227251 40.67264706))"
708,cpfear_13511_18065-006_18067-001_0002d_s01_L090HH_01,"Cape Fear River, NC",21849,25456,35.39444244,-79.17950052,-5.556e-05,5.556e-05,23.8403545,12495.9076,-3.07211397,34.684820141,-78.590353048,134.65607375,Left,18-Sep-2018 17:05:32 UTC,20-Sep-2018 17:45:46 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=cpfear_13511_18065-006_18067-001_0002d_s01_L090_01,1,"POLYGON ((-79.17511066 35.22248401, -79.00888375 35.36742209, -77.76812674 34.35250797, -77.93584462 34.20798648, -79.17511066 35.22248401))"
709,SanAnd_26514_12083-014_13095-006_0239d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",8386,42643,33.61329996,-117.49495440000001,-5.556e-05,5.556e-05,23.8403545,12494.896,524.015721,33.5232184,-116.364213,-95.6894394,Left,26-Sep-2012 06:17:05 UTC,24-May-2013 00:06:31 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26514_12083-014_13095-006_0239d_s01_L090_01,1,"POLYGON ((-117.4948486 33.38182703, -115.14845368 33.5765314, -115.12504225 33.37596559, -117.46640237 33.18286774, -117.4948486 33.38182703))"
710,SanAnd_08507_10027-007_10071-007_0169d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5380,10056,33.08753568,-117.26438040000001,-5.556e-05,5.556e-05,23.8403545,12498.1458,261.756709,32.7919257,-116.978318,85.1820536,Left,12-Apr-2010 22:55:06 UTC,28-Sep-2010 19:09:53 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08507_10027-007_10071-007_0169d_s01_L090_01,1,"POLYGON ((-117.26700291 33.01704288, -116.72932033 33.05831153, -116.70546598 32.86981574, -117.24031783 32.81766463, -117.26700291 33.01704288))"
711,Slumgl_21501_13159-001_13166-002_0007d_s01_L090HH_01,"Slumgullion, CO",8589,8650,38.22077964,-107.54526960000001,-5.556e-05,5.556e-05,23.8403545,12494.3182,3388.09499,38.0423325,-107.450852,-144.956603,Left,25-Oct-2013 17:55:07 UTC,1-Nov-2013 18:58:27 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_21501_13159-001_13166-002_0007d_s01_L090_01,1,"POLYGON ((-107.25694258 38.1862281, -107.06957979 38.07752645, -107.3392751 37.77187312, -107.51915263 37.87468803, -107.25694258 38.1862281))"
712,SanAnd_26524_14006-007_15003-009_0356d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",9622,55401,34.40653008,-119.09508240000001,-5.556e-05,5.556e-05,23.8403545,12495.0887,850.394895,34.2831729,-117.617929,-95.9085081,Left,17-Jan-2014 21:54:44 UTC,8-Jan-2015 23:49:40 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26524_14006-007_15003-009_0356d_s01_L090_01,1,"POLYGON ((-116.03853605 34.35638004, -116.01716435 34.17085964, -119.06521105 33.91260143, -119.09588545 34.11553514, -116.03853605 34.35638004))"
713,gulfco_00702_13052-008_14035-004_0371d_s01_L090HH_01,"New Orleans levee, LA",11065,5577,30.193859760000002,-90.21288312,-5.556e-05,5.556e-05,23.8403545,12494.5264,-24.8718338,29.8877518,-89.89074,7.43153778,Left,2-Apr-2013 21:18:57 UTC,8-Apr-2014 21:53:40 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_00702_13052-008_14035-004_0371d_s01_L090_01,1,"POLYGON ((-90.1342435 30.15907753, -89.90162173 30.14955433, -89.98115292999999 29.61649283, -90.2125412 29.62588276, -90.1342435 30.15907753))"
714,BigIsl_14907_16086-005_16086-007_0000d_s01_L090HH_01,"Big Island, HI",18362,13323,20.000822160000002,-155.99320068,-5.556e-05,5.556e-05,23.8403545,12494.7056,1354.01098,19.398292161,-155.73721972,148.95505195,Left,11-Oct-2016 14:51:21 UTC,11-Oct-2016 15:28:21 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_14907_16086-005_16086-007_0000d_s01_L090_01,1,"POLYGON ((-155.99440603 19.86135171, -155.80151081 19.96586175, -155.2643519 19.11555228, -155.45570228 19.01207894, -155.99440603 19.86135171))"
715,corcov_36026_10013-011_10019-007_0010d_s01_L090HH_01,"Corcovado National Park, Costa Rica",11440,3695,9.07422588,-83.68547208000001,-5.556e-05,5.556e-05,23.8403545,12540.4779,194.536224,8.68411283,-83.4367071,0.0001648055,Left,31-Jan-2010 18:54:12 UTC,10-Feb-2010 17:21:39 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=corcov_36026_10013-011_10019-007_0010d_s01_L090_01,1,"POLYGON ((-83.68373686 9.04467859, -83.49362578 9.04759769, -83.48602008 8.46824679, -83.68335218999999 8.464843460000001, -83.68373686 9.04467859))"
716,ChiVol_20300_14054-006_15031-004_0337d_s01_L090HH_01,"Cordon del Azufre Volcano, Chile/Argentina",16110,9998,-25.025668560000003,-68.72510868,-5.556e-05,5.556e-05,23.8403545,12494.6716,4572.61177,-25.446522853,-68.576465446,-157.09071492,Left,29-Apr-2014 18:02:39 UTC,1-Apr-2015 16:25:44 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_20300_14054-006_15031-004_0337d_s01_L090_01,1,"POLYGON ((-68.34910613 -25.05623882, -68.17671027999999 -25.13027892, -68.52856384 -25.89409593, -68.7149521 -25.80714703, -68.34910613 -25.05623882))"
717,SanAnd_26530_13096-007_14006-003_0234d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",10383,64584,34.89940284,-119.79319380000001,-5.556e-05,5.556e-05,23.8403545,12494.98,885.168463,34.7594527,-118.061221,-96.0644526,Left,28-May-2013 18:56:51 UTC,17-Jan-2014 19:36:57 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26530_13096-007_14006-003_0234d_s01_L090_01,1,"POLYGON ((-116.21991242 34.86834747, -116.20823759 34.66413423, -119.76529854 34.35713559, -119.78582544 34.5586706, -116.21991242 34.86834747))"
718,stlake_09127_21003-001_21005-000_0006d_s01_L090HH_01,"Salt Lake City, UT",4861,6942,40.7071452,-111.91761936,-5.556e-05,5.556e-05,23.8403545,12494.5539,2111.02653,40.437589462,-111.69442436,90.919382486,Left,15-Jan-2021 22:19:12 UTC,21-Jan-2021 00:24:43 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=stlake_09127_21003-001_21005-000_0006d_s01_L090_01,1,"POLYGON ((-111.91668638 40.67226257, -111.53547374 40.67102248, -111.53304688 40.47839861, -111.91303391 40.47615305, -111.91668638 40.67226257))"
719,Rosamd_17012_15098-002_15144-007_0100d_s01_L090HH_01,"Rosamond, CA",8969,5923,35.084362080000005,-118.22740188,-5.556e-05,5.556e-05,23.8403545,12495.3258,732.428586,34.7897847,-118.223481,170.031883,Left,25-Jun-2015 21:20:46 UTC,3-Oct-2015 18:34:35 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Rosamd_17012_15098-002_15144-007_0100d_s01_L090_01,1,"POLYGON ((-118.22139067 35.0228888, -117.98525909 35.0567034, -117.89958734 34.64884304, -118.13682023 34.61491171, -118.22139067 35.0228888))"
720,sanjac_32917_17088-009_17089-007_0001d_s01_L090HH_01,"San Jacinto River, TX",25765,19361,30.61289328,-95.68565424,-5.556e-05,5.556e-05,23.8403545,12494.0676,4.94576132,29.988700303,-95.013514128,-30.903124979,Left,1-Sep-2017 17:43:34 UTC,2-Sep-2017 17:53:21 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=sanjac_32917_17088-009_17089-007_0001d_s01_L090_01,1,"POLYGON ((-95.6839514 30.47933828, -95.48883594 30.58353944, -94.61127178 29.31300598, -94.80713149 29.20892681, -95.6839514 30.47933828))"
721,gulfco_00702_12053-004_13133-002_0386d_s01_L090HH_01,"New Orleans levee, LA",11070,5578,30.193637520000003,-90.21293868000001,-5.556e-05,5.556e-05,23.8403545,12494.2248,-24.8623548,29.8867819,-89.8908886,7.42925677,Left,2-Jul-2012 17:02:06 UTC,23-Jul-2013 20:31:19 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_00702_12053-004_13133-002_0386d_s01_L090_01,1,"POLYGON ((-90.13349318 30.16494168, -89.90428774 30.14014423, -89.98381608 29.60675752, -90.21182254 29.63142452, -90.13349318 30.16494168))"
722,levees_17510_10009-008_11019-003_0458d_s01_L090HH_01,"Mississippi River Levees, LA/MS/AR",32290,6966,33.80737104,-91.2786906,-5.556e-05,5.556e-05,23.8403545,12496.2561,7.91510284,32.8836601,-91.2533241,175.78658,Left,25-Jan-2010 23:35:46 UTC,28-Apr-2011 22:37:56 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=levees_17510_10009-008_11019-003_0458d_s01_L090_01,0,"POLYGON ((-91.27914282 33.77522282, -91.0376729 33.77353767, -90.89254726999999 32.04959194, -91.13010543999999 32.05162291, -91.27914282 33.77522282))"
723,SanAnd_05518_14157-004_15152-011_0358d_s01_L090HH_01,"San Andreas Fault - North, CA",17087,26878,39.35659272,-123.30241896000001,-5.556e-05,5.556e-05,23.8403545,12495.3812,242.418916,38.7565997,-122.464364,55.4769258,Left,22-Oct-2014 20:16:39 UTC,15-Oct-2015 20:35:42 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05518_14157-004_15152-011_0358d_s01_L090_01,1,"POLYGON ((-121.95751533 39.32335186, -121.80655611 39.16085536, -123.14895502 38.43761253, -123.30255431 38.59935209, -121.95751533 39.32335186))"
724,SanAnd_05512_18072-010_20023-014_0701d_s01_L090HH_01,"San Andreas Fault - North, CA",15092,22913,38.931669840000005,-122.71614984000001,-5.556e-05,5.556e-05,23.8403545,12495.0399,68.5409001,38.416644527,-121.94617011,55.385865768,Left,3-Oct-2018 02:00:10 UTC,3-Sep-2020 19:48:33 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05512_18072-010_20023-014_0701d_s01_L090_01,0,"POLYGON ((-121.59334211 38.90016559, -121.44441595 38.73139859, -122.56418691 38.12352168, -122.71394395 38.29031088, -121.59334211 38.90016559))"
725,SanAnd_05512_09091-007_10058-002_0233d_s01_L090HH_01,"Northern San Andreas Fault, CA",15089,22910,38.93244768,-122.71470528,-5.556e-05,5.556e-05,23.8403545,12496.4411,68.4463133,38.4158327,-121.947681,55.3853492,Left,17-Nov-2009 21:22:18 UTC,8-Jul-2010 18:52:42 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_05512_09091-007_10058-002_0233d_s01_L090_01,1,"POLYGON ((-121.59222363 38.90074656, -121.4427837 38.73220458, -122.56267101 38.12444873, -122.71284276 38.29090022, -121.59222363 38.90074656))"
726,peedee_33104_18065-011_18066-009_0001d_s01_L090HH_01,"Pee Dee River, SC",27404,20207,34.6841634,-80.08507296,-5.556e-05,5.556e-05,23.8403545,12494.5659,-10.0733549,33.995554879,-79.369186856,-28.893333748,Left,18-Sep-2018 18:58:38 UTC,19-Sep-2018 21:47:26 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=peedee_33104_18065-011_18066-009_0001d_s01_L090_01,1,"POLYGON ((-80.08343187 34.55684309, -79.87257332 34.65551392, -78.96382255 33.28679865, -79.17285087 33.18947072, -80.08343187 34.55684309))"
727,Slumgl_12502_17016-007_17018-003_0003d_s01_L090HH_01,"Slumgullion, CO",6896,7975,38.170275600000004,-107.49665460000001,-5.556e-05,5.556e-05,23.8403545,12494.9296,3362.2002,37.861305778,-107.33586903,124.93136582,Left,22-Feb-2017 19:36:06 UTC,25-Feb-2017 20:46:46 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_12502_17016-007_17018-003_0003d_s01_L090_01,1,"POLYGON ((-107.49036442 37.994344, -107.35462382 38.13946901, -107.05333599 37.97318452, -107.19271862 37.82583895, -107.49036442 37.994344))"
728,gulfco_32032_15056-004_15057-001_0002d_s01_L090HH_01,"Gulf Coast, LA",9626,9216,29.709321000000003,-91.64166408000001,-5.556e-05,5.556e-05,23.8403545,12495.3348,-25.2324321,29.5473375,-91.2706104,-39.9575599,Left,6-May-2015 04:19:49 UTC,8-May-2015 11:38:25 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_32032_15056-004_15057-001_0002d_s01_L090_01,1,"POLYGON ((-91.63906059999999 29.54979124, -91.46693363999999 29.68289239, -91.13234285999999 29.33381705, -91.30435746000001 29.20111467, -91.63906059999999 29.54979124))"
729,SanAnd_08525_09072-002_10085-005_0445d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8050,54547,34.46064552,-119.20114644,-5.556e-05,5.556e-05,23.8403545,12496.5207,825.800981,34.098504,-117.654561,85.8988564,Left,18-Sep-2009 14:57:38 UTC,7-Dec-2010 01:25:53 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08525_09072-002_10085-005_0445d_s01_L090_01,1,"POLYGON ((-119.20140311 34.24223789, -116.18634245 34.42521542, -116.17071239 34.23579129, -119.17793984 34.04222775, -119.20140311 34.24223789))"
730,BigIsl_14907_16085-005_16085-007_0000d_s01_L090HH_01,"Big Island, HI",17754,12940,20.0027112,-155.99436744000002,-5.556e-05,5.556e-05,23.8403545,12494.9628,1429.86313,19.397358064,-155.73662065,148.95692497,Left,10-Oct-2016 03:00:39 UTC,10-Oct-2016 03:37:05 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_14907_16085-005_16085-007_0000d_s01_L090_01,1,"POLYGON ((-155.99634467 19.86423919, -155.80242181 19.96726679, -155.28652584 19.15076014, -155.47888062 19.04873082, -155.99634467 19.86423919))"
731,lowman_23205_21008-000_21009-004_0007d_s01_L090HH_01,"Lowman, CO",16050,24950,44.486558640000005,-116.37086448000001,-5.556e-05,5.556e-05,23.8403545,12495.0991,1699.94292,44.13358515,-115.81219153,-127.80314855,Left,28-Jan-2021 00:04:40 UTC,3-Feb-2021 20:05:05 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=lowman_23205_21008-000_21009-004_0007d_s01_L090_01,1,"POLYGON ((-115.13126905 44.43983842, -114.98685924 44.30366127, -116.20928188 43.62922069, -116.36854154 43.77841886, -115.13126905 44.43983842))"
732,SanAnd_26518_11078-000_12133-003_0344d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8570,44546,33.930492,-117.99821688,-5.556e-05,5.556e-05,23.8403545,12494.8428,593.038625,33.8326474,-116.819751,-95.7280598,Left,6-Dec-2011 16:59:00 UTC,14-Nov-2012 21:24:49 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26518_11078-000_12133-003_0344d_s01_L090_01,1,"POLYGON ((-117.99894364 33.69687441, -115.54478433 33.88325056, -115.52277737 33.69259911, -117.96941992 33.49055909, -117.99894364 33.69687441))"
733,SanAnd_08529_13096-006_14092-000_0392d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8243,59234,34.791672000000005,-119.52733920000001,-5.556e-05,5.556e-05,23.8403545,12495.7561,784.886398,34.4259162,-117.868666,85.9254549,Left,28-May-2013 18:18:58 UTC,24-Jun-2014 19:09:47 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08529_13096-006_14092-000_0392d_s01_L090_01,1,"POLYGON ((-116.25532132 34.75814811, -116.23342571 34.57198195, -119.49753931 34.36275013, -119.53256807 34.56570259, -116.25532132 34.75814811))"
734,gulfco_14011_12115-003_14036-000_0530d_s01_L090HH_01,"Gulf Coast, LA",27890,26475,30.347760960000002,-90.40373172000001,-5.556e-05,5.556e-05,23.8403545,12495.7982,-25.1127497,29.480776,-89.7900942,140.325279,Left,26-Oct-2012 16:54:35 UTC,9-Apr-2014 17:02:47 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14011_12115-003_14036-000_0530d_s01_L090_01,1,"POLYGON ((-90.40577294000001 30.19321909, -90.22415692 30.317933, -88.93243599 28.95249699, -89.11312504 28.82953744, -90.40577294000001 30.19321909))"
735,Haywrd_05502_09007-002_12126-009_1351d_s01_L090HH_01,"Hayward Fault, CA",9607,12701,37.8880308,-122.0405958,-5.556e-05,5.556e-05,23.8403545,12496.1163,290.884775,37.4283714,-121.728584,55.3041794,Left,20-Feb-2009 19:29:26 UTC,2-Nov-2012 22:06:07 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Haywrd_05502_09007-002_12126-009_1351d_s01_L090_01,1,"POLYGON ((-121.48585309 37.85535043, -121.32899328 37.69140916, -121.88444321 37.38626332, -122.04174785 37.54935396, -121.48585309 37.85535043))"
736,SanAnd_26530_09010-003_17122-002_3170d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",10557,66357,34.90190304,-119.86331052000001,-5.556e-05,5.556e-05,23.8403545,12495.2281,871.0907,34.759348258,-118.06245336,-96.065296231,Left,27-Feb-2009 01:14:27 UTC,2-Nov-2017 19:28:33 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26530_09010-003_17122-002_3170d_s01_L090_01,1,"POLYGON ((-116.19933427 34.86984261, -116.17570664 34.66728627, -119.83178529 34.35032216, -119.86384953 34.55172628, -116.19933427 34.86984261))"
737,ChiVol_20301_14054-010_15031-011_0337d_s01_L090HH_01,"Cordon del Azufre Volcano, Chile/Argentina",16081,10087,-24.912492840000002,-69.00552,-5.556e-05,5.556e-05,23.8403545,12494.3464,3940.53592,-25.328180314,-68.854839698,-156.75366392,Left,29-Apr-2014 19:22:54 UTC,1-Apr-2015 18:37:40 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_20301_14054-010_15031-011_0337d_s01_L090_01,1,"POLYGON ((-68.63593693 -24.9343799, -68.44992891 -25.02220829, -68.80873115 -25.78028742, -68.98567736 -25.70150774, -68.63593693 -24.9343799))"
738,LAmrsh_22201_10052-003_11039-003_0367d_s01_L090HH_01,"Louisiana Marsh - Mississippi Delta, LA",30301,31080,30.49582836,-90.93410748000001,-5.556e-05,5.556e-05,23.8403545,12496.2369,-22.3806246,29.7437579,-90.209019,-137.743553,Left,22-Jun-2010 19:07:02 UTC,24-Jun-2011 16:47:09 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=LAmrsh_22201_10052-003_11039-003_0367d_s01_L090_01,1,"POLYGON ((-89.37726121 30.46769785, -89.2083372 30.33105167, -90.7635219 28.84076394, -90.93244391 28.97576772, -89.37726121 30.46769785))"
739,Slumgl_21501_13090-001_13092-001_0010d_s01_L090HH_01,"Slumgullion, CO",8587,8648,38.220335160000005,-107.54560296000001,-5.556e-05,5.556e-05,23.8403545,12494.823,3388.73063,38.0419893,-107.451159,-144.957041,Left,10-May-2013 17:51:09 UTC,20-May-2013 19:47:32 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_21501_13090-001_13092-001_0010d_s01_L090_01,1,"POLYGON ((-107.25886789 38.18457392, -107.06914301 38.07802485, -107.33856423 37.77255034, -107.52008659 37.87362021, -107.25886789 38.18457392))"
740,SanAnd_26522_12133-007_14004-000_0434d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8835,48241,34.25796264,-118.41136104,-5.556e-05,5.556e-05,23.8403545,12495.0782,673.085795,34.1532776,-117.113031,-95.7819466,Left,14-Nov-2012 23:23:00 UTC,22-Jan-2014 17:17:17 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26522_12133-007_14004-000_0434d_s01_L090_01,1,"POLYGON ((-115.75337257 34.21599915, -115.73036806 34.02240905, -118.38213634 33.80142159, -118.4128163 34.00582545, -115.75337257 34.21599915))"
741,SanAnd_23515_13165-003_14157-005_0356d_s01_L090HH_01,"Northern San Andreas Fault, CA",17748,27398,39.17991192,-123.05801052000001,-5.556e-05,5.556e-05,23.8403545,12494.9166,152.653259,38.794573,-122.431426,-125.4685,Left,31-Oct-2013 18:21:44 UTC,22-Oct-2014 20:42:13 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23515_13165-003_14157-005_0356d_s01_L090_01,1,"POLYGON ((-121.68291393 39.15284633, -121.54003659 38.98633373, -122.90910344 38.22402303, -123.05148781 38.38613736, -121.68291393 39.15284633))"
742,gulfco_32017_09045-001_13134-001_1498d_s01_L090HH_01,"Gulf Coast, LA",28772,27885,30.262031880000002,-90.579468,-5.556e-05,5.556e-05,23.8403545,12494.8138,-24.8204818,29.5618794,-89.6779374,-40.3364287,Left,17-Jun-2009 16:25:21 UTC,24-Jul-2013 16:49:04 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_32017_09045-001_13134-001_1498d_s01_L090_01,1,"POLYGON ((-90.57830045999999 30.10216588, -90.40313939000001 30.23316483, -89.03086044 28.82077637, -89.20529534000001 28.69161669, -90.57830045999999 30.10216588))"
743,Salton_08516_12129-008_13083-005_0177d_s01_L090HH_01,"Salton Trough, Mexico",7070,29943,32.471041920000005,-116.12828952000001,-5.556e-05,5.556e-05,23.8403545,12495.5616,300.804994,32.145844,-115.245963,84.795114,Left,7-Nov-2012 09:36:05 UTC,3-May-2013 00:19:24 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Salton_08516_12129-008_13083-005_0177d_s01_L090_01,1,"POLYGON ((-116.12916588 32.31427637, -114.48535439 32.43669582, -114.46498241 32.2368107, -116.10713961 32.13813029, -116.12916588 32.31427637))"
744,Slumgl_30502_11058-003_12067-004_0355d_s01_L090HH_01,"Slumgullion, CO",6926,8006,38.2247244,-107.47270824,-5.556e-05,5.556e-05,23.8403545,12493.9534,3259.86993,38.151559,-107.193963,-54.9387684,Left,12-Aug-2011 21:34:51 UTC,1-Aug-2012 20:27:38 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_30502_11058-003_12067-004_0355d_s01_L090_01,1,"POLYGON ((-107.46917218 38.03518061, -107.34090681 38.18863121, -107.04351262 38.01662263, -107.16767263 37.87013764, -107.46917218 38.03518061))"
745,SanAnd_26501_14017-011_14145-014_0240d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",6406,20540,32.940635040000004,-116.08750848000001,-5.556e-05,5.556e-05,23.8403545,12495.3652,27.3698594,32.9014168,-115.562579,-95.3413345,Left,11-Feb-2014 22:01:15 UTC,9-Oct-2014 22:48:07 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26501_14017-011_14145-014_0240d_s01_L090_01,1,"POLYGON ((-116.08290546 32.81512517, -114.96336172 32.90819106, -114.94893389 32.70525434, -116.0652511 32.61340699, -116.08290546 32.81512517))"
